,labelId,imageId,taskId,labelName,taskName,tasknum,task1,task2
39981,335,27937,25,flower,pants:pattern,2,pants,pattern
39982,34,27938,12,long,dress:length,2,dress,length
39983,106,27938,6,light blue,dress:color,2,dress,color
39984,50,27938,7,chiffon,dress:material,2,dress,material
39985,20,27938,6,blue,dress:color,2,dress,color
39986,80,27939,19,turtle neck,outerwear:collar,2,outerwear,collar
39987,33,27940,11,black white,pants:color,2,pants,color
39990,198,27943,19,round,outerwear:collar,2,outerwear,collar
39991,289,27944,21,goretex,outerwear:material,2,outerwear,material
39992,187,27945,26,corduroy,pants:material,2,pants,material
39993,81,27946,17,dark blue,outerwear:color,2,outerwear,color
39994,39,27947,17,green,outerwear:color,2,outerwear,color
39995,36,27947,19,hooded,outerwear:collar,2,outerwear,collar
39996,274,27947,17,army green,outerwear:color,2,outerwear,color
39997,2,27947,20,adult,outerwear:age,2,outerwear,age
39998,60,27947,13,parka,outerwear:type,2,outerwear,type
39999,68,27948,30,led,shoe:decoration,2,shoe,decoration
40000,201,27949,8,layered,dress:silhouette,2,dress,silhouette
40001,46,27950,8,pencil,dress:silhouette,2,dress,silhouette
40002,83,27951,26,mesh,pants:material,2,pants,material
40003,261,27952,38,boat neck,dress:collar,2,dress,collar
40004,135,27953,36,pvc,shoe:material,2,shoe,material
40006,269,27955,11,dark,pants:color,2,pants,color
40007,121,27956,17,dark green,outerwear:color,2,outerwear,color
40008,331,27957,21,plastic,outerwear:material,2,outerwear,material
40010,292,27959,30,bling,shoe:decoration,2,shoe,decoration
40011,80,27960,19,turtle neck,outerwear:collar,2,outerwear,collar
40012,202,27961,30,button,shoe:decoration,2,shoe,decoration
40013,22,27961,9,boot,shoe:type,2,shoe,type
40015,238,27963,25,plaid,pants:pattern,2,pants,pattern
40016,119,27964,37,patchwork,dress:pattern,2,dress,pattern
40018,108,27966,24,sequined,pants:decoration,2,pants,decoration
40020,361,27968,8,tutu,dress:silhouette,2,dress,silhouette
40025,189,27972,36,sheepskin,shoe:material,2,shoe,material
40027,50,27974,21,chiffon,outerwear:material,2,outerwear,material
40030,15,27977,17,navy,outerwear:color,2,outerwear,color
40031,81,27977,17,dark blue,outerwear:color,2,outerwear,color
40033,201,27979,8,layered,dress:silhouette,2,dress,silhouette
40035,55,27981,37,floral,dress:pattern,2,dress,pattern
40036,217,27982,7,knitting,dress:material,2,dress,material
40040,183,27984,26,jeans,pants:material,2,pants,material
40041,369,27984,26,cowboy,pants:material,2,pants,material
40042,183,27984,23,jeans,pants:type,2,pants,type
40043,67,27985,25,skeleton,pants:pattern,2,pants,pattern
40047,71,27988,13,jackets,outerwear:type,2,outerwear,type
40048,2,27988,20,adult,outerwear:age,2,outerwear,age
40049,1,27988,15,men,outerwear:gender,2,outerwear,gender
40050,35,27989,8,lace applique,dress:silhouette,2,dress,silhouette
40051,62,27990,7,fur,dress:material,2,dress,material
40052,63,27991,21,wool blends,outerwear:material,2,outerwear,material
40054,354,27993,36,cloth,shoe:material,2,shoe,material
40057,176,27996,26,linen,pants:material,2,pants,material
40059,59,27998,24,embroidery,pants:decoration,2,pants,decoration
40060,190,27999,33,fringe,outerwear:pattern,2,outerwear,pattern
40066,265,28001,16,square,shoe:toe shape,2,shoe,toe shape
40067,22,28001,9,boot,shoe:type,2,shoe,type
40068,2,28001,2,adult,shoe:age,2,shoe,age
40069,1,28001,1,men,shoe:gender,2,shoe,gender
40074,142,28004,23,sports,pants:type,2,pants,type
40075,258,28005,14,cocktail party,dress:occasion,2,dress,occasion
40076,66,28006,5,plain,dress:decoration,2,dress,decoration
40077,37,28006,6,white,dress:color,2,dress,color
40078,381,28007,5,rhinestone,dress:decoration,2,dress,decoration
40079,34,28008,44,long,pants:length,2,pants,length
40080,278,28009,17,dark red,outerwear:color,2,outerwear,color
40081,156,28009,17,burgundy,outerwear:color,2,outerwear,color
40082,357,28010,14,communion,dress:occasion,2,dress,occasion
40083,3,28011,6,black,dress:color,2,dress,color
40084,146,28011,38,sweetheart,dress:collar,2,dress,collar
40085,164,28011,14,banquet,dress:occasion,2,dress,occasion
40086,34,28011,12,long,dress:length,2,dress,length
40087,245,28012,8,straight,dress:silhouette,2,dress,silhouette
40088,4,28013,1,women,shoe:gender,2,shoe,gender
40089,265,28013,16,square,shoe:toe shape,2,shoe,toe shape
40090,22,28013,9,boot,shoe:type,2,shoe,type
40091,279,28014,30,chain,shoe:decoration,2,shoe,decoration
40093,231,28016,33,polka dot,outerwear:pattern,2,outerwear,pattern
40094,231,28016,25,polka dot,pants:pattern,2,pants,pattern
40099,66,28019,5,plain,dress:decoration,2,dress,decoration
40101,125,28021,5,flowers,dress:decoration,2,dress,decoration
40102,55,28021,37,floral,dress:pattern,2,dress,pattern
40103,158,28021,7,silk chiffon,dress:material,2,dress,material
40104,43,28022,21,suede,outerwear:material,2,outerwear,material
40105,190,28022,33,fringe,outerwear:pattern,2,outerwear,pattern
40106,296,28023,21,rabbit fur,outerwear:material,2,outerwear,material
40108,94,28025,26,faux leather,pants:material,2,pants,material
40109,95,28025,26,imitation leather,pants:material,2,pants,material
40110,47,28026,19,high,outerwear:collar,2,outerwear,collar
40112,278,28028,6,dark red,dress:color,2,dress,color
40113,111,28029,6,gray,dress:color,2,dress,color
40114,313,28030,17,hot pink,outerwear:color,2,outerwear,color
40115,41,28030,17,pink,outerwear:color,2,outerwear,color
40116,176,28031,26,linen,pants:material,2,pants,material
40117,254,28032,3,multicolor,shoe:color,2,shoe,color
40118,258,28033,14,cocktail party,dress:occasion,2,dress,occasion
40119,122,28033,14,cocktail,dress:occasion,2,dress,occasion
40123,190,28036,33,fringe,outerwear:pattern,2,outerwear,pattern
40128,108,28039,24,sequined,pants:decoration,2,pants,decoration
40129,240,28040,30,jelly,shoe:decoration,2,shoe,decoration
40132,134,28042,14,formal,dress:occasion,2,dress,occasion
40133,34,28042,12,long,dress:length,2,dress,length
40134,133,28042,14,evening,dress:occasion,2,dress,occasion
40135,81,28043,17,dark blue,outerwear:color,2,outerwear,color
40138,338,28046,25,checkered,pants:pattern,2,pants,pattern
40142,317,28050,25,pocket,pants:pattern,2,pants,pattern
40143,316,28050,24,pockets,pants:decoration,2,pants,decoration
40144,121,28051,17,dark green,outerwear:color,2,outerwear,color
40146,62,28053,7,fur,dress:material,2,dress,material
40148,309,28055,3,ivory,shoe:color,2,shoe,color
40150,91,28057,5,tiered,dress:decoration,2,dress,decoration
40151,292,28058,30,bling,shoe:decoration,2,shoe,decoration
40152,232,28059,42,mary janes,shoe:pump type,2,shoe,pump type
40153,232,28059,34,mary janes,shoe:flat type,2,shoe,flat type
40158,326,28063,25,american flag,pants:pattern,2,pants,pattern
40159,56,28063,25,flag,pants:pattern,2,pants,pattern
40160,106,28064,11,light blue,pants:color,2,pants,color
40161,12,28064,11,light,pants:color,2,pants,color
40162,292,28065,30,bling,shoe:decoration,2,shoe,decoration
40167,20,28067,3,blue,shoe:color,2,shoe,color
40169,42,28069,29,kids,dress:age,2,dress,age
40171,184,28071,41,ankle strap,shoe:back counter type,2,shoe,back counter type
40172,184,28071,10,ankle strap,shoe:closure type,2,shoe,closure type
40173,18,28071,4,low,shoe:up height,2,shoe,up height
40178,275,28076,11,light grey,pants:color,2,pants,color
40179,374,28077,11,black jeans,pants:color,2,pants,color
40181,292,28079,30,bling,shoe:decoration,2,shoe,decoration
40182,117,28080,5,glitter,dress:decoration,2,dress,decoration
40183,137,28080,7,sequins,dress:material,2,dress,material
40184,108,28080,5,sequined,dress:decoration,2,dress,decoration
40185,108,28081,24,sequined,pants:decoration,2,pants,decoration
40191,64,28087,36,satin,shoe:material,2,shoe,material
40197,17,28090,3,beige,shoe:color,2,shoe,color
40198,126,28090,34,loafers,shoe:flat type,2,shoe,flat type
40199,5,28090,18,flat,shoe:heel type,2,shoe,heel type
40200,4,28090,1,women,shoe:gender,2,shoe,gender
40201,92,28090,36,leather,shoe:material,2,shoe,material
40202,5,28090,4,flat,shoe:up height,2,shoe,up height
40203,2,28090,2,adult,shoe:age,2,shoe,age
40204,176,28091,26,linen,pants:material,2,pants,material
40205,144,28091,23,pants,pants:type,2,pants,type
40207,261,28093,38,boat neck,dress:collar,2,dress,collar
40208,174,28094,25,geometric,pants:pattern,2,pants,pattern
40209,113,28095,7,denim,dress:material,2,dress,material
40210,162,28095,38,spaghetti strap,dress:collar,2,dress,collar
40213,336,28098,36,rubber,shoe:material,2,shoe,material
40214,5,28098,18,flat,shoe:heel type,2,shoe,heel type
40215,240,28098,30,jelly,shoe:decoration,2,shoe,decoration
40216,5,28098,9,flat,shoe:type,2,shoe,type
40217,284,28099,24,pleated,pants:decoration,2,pants,decoration
40223,351,28103,12,above knee,dress:length,2,dress,length
40224,98,28104,17,royal blue,outerwear:color,2,outerwear,color
40225,91,28105,5,tiered,dress:decoration,2,dress,decoration
40229,201,28108,8,layered,dress:silhouette,2,dress,silhouette
40234,90,28111,14,office,dress:occasion,2,dress,occasion
40235,9,28112,25,mermaid,pants:pattern,2,pants,pattern
40243,281,28119,10,velcro,shoe:closure type,2,shoe,closure type
40247,135,28122,7,pvc,dress:material,2,dress,material
40250,133,28124,14,evening,dress:occasion,2,dress,occasion
40251,258,28124,14,cocktail party,dress:occasion,2,dress,occasion
40252,72,28124,14,red carpet,dress:occasion,2,dress,occasion
40253,21,28124,14,party,dress:occasion,2,dress,occasion
40257,201,28127,8,layered,dress:silhouette,2,dress,silhouette
40259,341,28129,38,roll neck,dress:collar,2,dress,collar
40260,106,28130,3,light blue,shoe:color,2,shoe,color
40261,4,28131,15,women,outerwear:gender,2,outerwear,gender
40262,2,28131,20,adult,outerwear:age,2,outerwear,age
40263,3,28131,17,black,outerwear:color,2,outerwear,color
40264,193,28131,13,cloak,outerwear:type,2,outerwear,type
40265,34,28132,28,long,outerwear:sleeve length,2,outerwear,sleeve length
40266,125,28133,24,flowers,pants:decoration,2,pants,decoration
40267,335,28133,25,flower,pants:pattern,2,pants,pattern
40268,34,28134,12,long,dress:length,2,dress,length
40269,37,28134,6,white,dress:color,2,dress,color
40270,81,28135,17,dark blue,outerwear:color,2,outerwear,color
40271,4,28135,15,women,outerwear:gender,2,outerwear,gender
40272,20,28135,17,blue,outerwear:color,2,outerwear,color
40273,15,28135,17,navy,outerwear:color,2,outerwear,color
40274,2,28135,20,adult,outerwear:age,2,outerwear,age
40276,219,28137,14,autumn,dress:occasion,2,dress,occasion
40277,139,28138,7,tulle,dress:material,2,dress,material
40278,361,28138,8,tutu,dress:silhouette,2,dress,silhouette
40279,50,28139,7,chiffon,dress:material,2,dress,material
40283,272,28143,14,wedding party,dress:occasion,2,dress,occasion
40284,26,28143,14,wedding,dress:occasion,2,dress,occasion
40285,254,28144,3,multicolor,shoe:color,2,shoe,color
40290,315,28148,24,zippers,pants:decoration,2,pants,decoration
40291,125,28149,24,flowers,pants:decoration,2,pants,decoration
40292,55,28149,25,floral,pants:pattern,2,pants,pattern
40293,335,28149,25,flower,pants:pattern,2,pants,pattern
40294,20,28150,3,blue,shoe:color,2,shoe,color
40295,350,28151,38,scoop,dress:collar,2,dress,collar
40296,62,28152,21,fur,outerwear:material,2,outerwear,material
40297,152,28152,21,fox fur,outerwear:material,2,outerwear,material
40298,116,28153,11,leopard,pants:color,2,pants,color
40299,4,28153,32,women,pants:gender,2,pants,gender
40300,116,28153,25,leopard,pants:pattern,2,pants,pattern
40301,2,28153,31,adult,pants:age,2,pants,age
40303,214,28155,7,latex,dress:material,2,dress,material
40304,16,28156,26,silk,pants:material,2,pants,material
40305,160,28157,38,deep v neck,dress:collar,2,dress,collar
40307,277,28159,24,pattern,pants:decoration,2,pants,decoration
40308,107,28159,25,print,pants:pattern,2,pants,pattern
40309,107,28159,24,print,pants:decoration,2,pants,decoration
40310,211,28160,30,diamond,shoe:decoration,2,shoe,decoration
40311,165,28160,9,pump,shoe:type,2,shoe,type
40313,214,28162,7,latex,dress:material,2,dress,material
40316,339,28165,14,night club,dress:occasion,2,dress,occasion
40317,247,28166,6,light purple,dress:color,2,dress,color
40318,135,28167,21,pvc,outerwear:material,2,outerwear,material
40319,85,28168,21,jersey,outerwear:material,2,outerwear,material
40320,164,28169,14,banquet,dress:occasion,2,dress,occasion
40325,2,28172,20,adult,outerwear:age,2,outerwear,age
40326,1,28172,15,men,outerwear:gender,2,outerwear,gender
40327,247,28173,6,light purple,dress:color,2,dress,color
40329,301,28175,33,pinstripe,outerwear:pattern,2,outerwear,pattern
40330,190,28176,33,fringe,outerwear:pattern,2,outerwear,pattern
40331,247,28177,6,light purple,dress:color,2,dress,color
40333,267,28179,17,light gray,outerwear:color,2,outerwear,color
40334,187,28180,26,corduroy,pants:material,2,pants,material
40335,329,28181,14,castle,dress:occasion,2,dress,occasion
40336,174,28182,33,geometric,outerwear:pattern,2,outerwear,pattern
40337,109,28183,30,hollow,shoe:decoration,2,shoe,decoration
40338,381,28184,5,rhinestone,dress:decoration,2,dress,decoration
40342,353,28188,23,capris,pants:type,2,pants,type
40343,353,28188,44,capris,pants:length,2,pants,length
40344,303,28189,39,double breasted,outerwear:closure type,2,outerwear,closure type
40345,220,28189,13,trench coat,outerwear:type,2,outerwear,type
40346,1,28190,32,men,pants:gender,2,pants,gender
40347,2,28190,31,adult,pants:age,2,pants,age
40348,81,28190,11,dark blue,pants:color,2,pants,color
40349,110,28190,11,navy blue,pants:color,2,pants,color
40350,20,28190,11,blue,pants:color,2,pants,color
40354,233,28193,5,feathers,dress:decoration,2,dress,decoration
40355,62,28193,7,fur,dress:material,2,dress,material
40356,137,28194,7,sequins,dress:material,2,dress,material
40357,108,28194,5,sequined,dress:decoration,2,dress,decoration
40358,343,28194,14,holiday,dress:occasion,2,dress,occasion
40359,38,28195,6,khaki,dress:color,2,dress,color
40361,41,28197,11,pink,pants:color,2,pants,color
40362,281,28198,10,velcro,shoe:closure type,2,shoe,closure type
40363,1,28198,1,men,shoe:gender,2,shoe,gender
40364,63,28199,21,wool blends,outerwear:material,2,outerwear,material
40365,263,28200,21,flannel,outerwear:material,2,outerwear,material
40366,238,28200,33,plaid,outerwear:pattern,2,outerwear,pattern
40367,1,28200,15,men,outerwear:gender,2,outerwear,gender
40370,119,28202,24,patchwork,pants:decoration,2,pants,decoration
40371,119,28202,25,patchwork,pants:pattern,2,pants,pattern
40377,58,28206,8,skater,dress:silhouette,2,dress,silhouette
40378,167,28206,38,off shoulder,dress:collar,2,dress,collar
40379,128,28207,9,sandals,shoe:type,2,shoe,type
40380,67,28208,25,skeleton,pants:pattern,2,pants,pattern
40381,135,28209,21,pvc,outerwear:material,2,outerwear,material
40382,254,28210,3,multicolor,shoe:color,2,shoe,color
40386,295,28214,6,ice blue,dress:color,2,dress,color
40387,261,28215,38,boat neck,dress:collar,2,dress,collar
40388,284,28216,24,pleated,pants:decoration,2,pants,decoration
40389,38,28217,6,khaki,dress:color,2,dress,color
40391,361,28219,8,tutu,dress:silhouette,2,dress,silhouette
40394,202,28222,5,button,dress:decoration,2,dress,decoration
40399,46,28226,8,pencil,dress:silhouette,2,dress,silhouette
40400,322,28226,14,business,dress:occasion,2,dress,occasion
40401,134,28226,14,formal,dress:occasion,2,dress,occasion
40405,278,28230,6,dark red,dress:color,2,dress,color
40406,72,28230,14,red carpet,dress:occasion,2,dress,occasion
40407,229,28231,5,tassel,dress:decoration,2,dress,decoration
40408,295,28232,6,ice blue,dress:color,2,dress,color
40409,259,28233,13,bomber jacket,outerwear:type,2,outerwear,type
40410,247,28234,6,light purple,dress:color,2,dress,color
40413,239,28237,13,raincoats,outerwear:type,2,outerwear,type
40414,23,28237,17,red,outerwear:color,2,outerwear,color
40415,135,28237,21,pvc,outerwear:material,2,outerwear,material
40416,189,28238,36,sheepskin,shoe:material,2,shoe,material
40417,281,28239,10,velcro,shoe:closure type,2,shoe,closure type
40418,2,28240,31,adult,pants:age,2,pants,age
40419,181,28240,24,high waisted,pants:decoration,2,pants,decoration
40420,101,28240,26,wool,pants:material,2,pants,material
40421,1,28240,32,men,pants:gender,2,pants,gender
40422,307,28241,22,skinny jeans,pants:fit,2,pants,fit
40424,24,28243,7,lace,dress:material,2,dress,material
40425,134,28243,14,formal,dress:occasion,2,dress,occasion
40426,122,28243,14,cocktail,dress:occasion,2,dress,occasion
40427,3,28243,6,black,dress:color,2,dress,color
40430,343,28246,14,holiday,dress:occasion,2,dress,occasion
40431,108,28247,24,sequined,pants:decoration,2,pants,decoration
40432,1,28248,1,men,shoe:gender,2,shoe,gender
40433,2,28248,2,adult,shoe:age,2,shoe,age
40434,22,28248,9,boot,shoe:type,2,shoe,type
40435,85,28249,26,jersey,pants:material,2,pants,material
40436,62,28250,36,fur,shoe:material,2,shoe,material
40437,62,28250,30,fur,shoe:decoration,2,shoe,decoration
40438,56,28251,25,flag,pants:pattern,2,pants,pattern
40439,174,28252,33,geometric,outerwear:pattern,2,outerwear,pattern
40440,62,28253,36,fur,shoe:material,2,shoe,material
40441,62,28253,30,fur,shoe:decoration,2,shoe,decoration
40443,358,28255,14,daily,dress:occasion,2,dress,occasion
40444,225,28256,12,full length,dress:length,2,dress,length
